6	560 822 192 1977 1752 601 12 1274 2331 184 27 2626 97 319 20 114 253 816 57 9 150	6 33 84 71 254 154 36
575		575 95 2713 1205 417 2606 47
3706 525	575 95 2713 1205 417 2606 47	3706 525 239 778 5 1677 227
228	575 95 2713 1205 417 2606 47 3706 525 239 778 5 1677 227	228 96 305 151 100 66 162
247	575 95 2713 1205 417 2606 47 3706 525 239 778 5 1677 227 228 96 305 151 100 66 162	247 3812 275 1977 547 790 1853
499		499 723 354 75 75 5 84
87	499 723 354 75 75 5 84	87 2165 2521 2521 56 111 50
224	499 723 354 75 75 5 84 87 2165 2521 2521 56 111 50	224 22 640 26 1465 667 8
1344	499 723 354 75 75 5 84 87 2165 2521 2521 56 111 50 224 22 640 26 1465 667 8	1344 177 266 133 200 531 27
93		93 231 830 165 304 212 83
488	93 231 830 165 304 212 83	488 1009 38 252 337 1156 839
85 2054	93 231 830 165 304 212 83 488 1009 38 252 337 1156 839	276 100 663 494 2199 85 2054
106	93 231 830 165 304 212 83 488 1009 38 252 337 1156 839 276 100 663 494 2199 85 2054	106 317 490 5277 108 356 202
132 52		7 275 132 52 1799 59 97
76 18	7 275 132 52 1799 59 97	76 18 460 755 344 8 925
1816 1337	7 275 132 52 1799 59 97 76 18 460 755 344 8 925	374 6 214 313 783 1816 1337
686	7 275 132 52 1799 59 97 76 18 460 755 344 8 925 374 6 214 313 783 1816 1337	686 115 706 62 5 65 47
839 12		175 42 839 12 284 158 122
111 35	175 42 839 12 284 158 122	7 165 111 35 342 881 881
575	175 42 839 12 284 158 122 7 165 111 35 342 881 881	575 600 1002 787 6 79 403
5	175 42 839 12 284 158 122 7 165 111 35 342 881 881 575 600 1002 787 6 79 403	5 278 3 152 493 157 544
830		830 147 10 243 42 1100 1338
25 678	830 147 10 243 42 1100 1338	461 416 1969 1206 5 25 678
83	830 147 10 243 42 1100 1338 461 416 1969 1206 5 25 678	83 14 138 19 158 111 28
1605 539	830 147 10 243 42 1100 1338 461 416 1969 1206 5 25 678 83 14 138 19 158 111 28	1090 1230 147 26 1423 1605 539
1040		1040 3093 59 2155 1521 87 1672
370 951	1040 3093 59 2155 1521 87 1672	209 2017 127 169 742 370 951
5	1040 3093 59 2155 1521 87 1672 209 2017 127 169 742 370 951	5 385 891 178 222 250 557
496 963	1040 3093 59 2155 1521 87 1672 209 2017 127 169 742 370 951 5 385 891 178 222 250 557	496 963 427 23 71 33 146
1352		1352 1352 2509 2509 323 66 22
1069	1352 1352 2509 2509 323 66 22	1069 194 266 26 28 194 82
28	1352 1352 2509 2509 323 66 22 1069 194 266 26 28 194 82	28 194 29 27 1275 202 448
14	1352 1352 2509 2509 323 66 22 1069 194 266 26 28 194 82 28 194 29 27 1275 202 448	14 110 5 171 174 914 6
1133 39		13 149 156 48 288 1133 39
404	13 149 156 48 288 1133 39	404 87 92 65 5 650 160
25 871	13 149 156 48 288 1133 39 404 87 92 65 5 650 160	6 176 25 871 291 194 1353
223 8	13 149 156 48 288 1133 39 404 87 92 65 5 650 160 6 176 25 871 291 194 1353	7 181 223 8 91 594 1379
2738		2738 1512 212 1564 331 973 341
169 1704	2738 1512 212 1564 331 973 341	169 1704 154 1054 349 871 55
111 876	2738 1512 212 1564 331 973 341 169 1704 154 1054 349 871 55	5 960 532 1009 108 111 876
198 21	2738 1512 212 1564 331 973 341 169 1704 154 1054 349 871 55 5 960 532 1009 108 111 876	43 17 198 21 180 22 367
463		463 227 308 1019 71 689 318
772	463 227 308 1019 71 689 318	772 15 87 514 261 1387 2055
547	463 227 308 1019 71 689 318 772 15 87 514 261 1387 2055	547 115 715 117 371 61 48
74	463 227 308 1019 71 689 318 772 15 87 514 261 1387 2055 547 115 715 117 371 61 48	74 48 156 1116 236 467 10
212 1201		212 1201 87 246 321 66 811
63 147	212 1201 87 246 321 66 811	137 552 119 21 68 63 147
41 9	212 1201 87 246 321 66 811 137 552 119 21 68 63 147	630 11 107 48 41 9 464
48 107	212 1201 87 246 321 66 811 137 552 119 21 68 63 147 630 11 107 48 41 9 464	99 551 41 9 48 107 53
26		26 350 4907 880 3148 403 1269
1128	26 350 4907 880 3148 403 1269	1128 692 1150 1258 181 1375 969
464	26 350 4907 880 3148 403 1269 1128 692 1150 1258 181 1375 969	464 1394 1241 1277 507 692 253
689	26 350 4907 880 3148 403 1269 1128 692 1150 1258 181 1375 969 464 1394 1241 1277 507 692 253	689 480 2824 1277 16 919 55
473 1054		885 1721 1033 271 473 1054 150
1157 443 103	885 1721 1033 271 473 1054 150	1157 443 103 756 512 1053 62
84	885 1721 1033 271 473 1054 150 1157 443 103 756 512 1053 62	84 1062 101 530 238 189 2166
136	885 1721 1033 271 473 1054 150 1157 443 103 756 512 1053 62 84 1062 101 530 238 189 2166	136 1370 624 919 3516 1269 19
1168 1171		238 1062 1645 1277 1168 1171 362
311	238 1062 1645 1277 1168 1171 362	311 178 2301 1277 233 125 1067
52	238 1062 1645 1277 1168 1171 362 311 178 2301 1277 233 125 1067	52 692 978 1277 220 1956 2825
1241 1394	238 1062 1645 1277 1168 1171 362 311 178 2301 1277 233 125 1067 52 692 978 1277 220 1956 2825	1241 1394 1598 1277 3516 263 708
3066		3066 1721 1053 1054 1260 189 1168
3278	3066 1721 1053 1054 1260 189 1168	3278 97 3603 144 1374 3067 1403
1126 22	3066 1721 1053 1054 1260 189 1168 3278 97 3603 144 1374 3067 1403	442 1062 1126 22 1999 512 771
949 265	3066 1721 1053 1054 1260 189 1168 3278 97 3603 144 1374 3067 1403 442 1062 1126 22 1999 512 771	243 238 949 265 3279 1420 541
16		16 438 919 199 34 3707 902
985	16 438 919 199 34 3707 902	985 460 1712 692 3517 4536 307
3560	16 438 919 199 34 3707 902 985 460 1712 692 3517 4536 307	3560 2332 15 1277 1374 1150 1258
3380	16 438 919 199 34 3707 902 985 460 1712 692 3517 4536 307 3560 2332 15 1277 1374 1150 1258	3380 233 1268 1277 1241 5846 140
84		84 760 3 1128 2167 957 2522
46	84 760 3 1128 2167 957 2522	46 1062 1070 4908 3755 1455 64
3654	84 760 3 1128 2167 957 2522 46 1062 1070 4908 3755 1455 64	3654 467 624 919 1354 671 5540
8 330	84 760 3 1128 2167 957 2522 46 1062 1070 4908 3755 1455 64 3654 467 624 919 1354 671 5540	2277 611 2430 8 330 268 123
4047 3755		311 530 4047 3755 311 802 100
440 8	311 530 4047 3755 311 802 100	440 4640 2895 3462 440 8 30
330	311 530 4047 3755 311 802 100 440 4640 2895 3462 440 8 30	330 254 1420 1277 6 233 978
860	311 530 4047 3755 311 802 100 440 4640 2895 3462 440 8 30 330 254 1420 1277 6 233 978	860 563 692 1277 16 124 40
2509		2509 2509 325 554 594 1066 1404
2000	2509 2509 325 554 594 1066 1404	2000 2000 4316 464 76 2226 923
3380	2509 2509 325 554 594 1066 1404 2000 2000 4316 464 76 2226 923	3380 1412 233 1268 1740 609 3068
3067 1107	2509 2509 325 554 594 1066 1404 2000 2000 4316 464 76 2226 923 3380 1412 233 1268 1740 609 3068	3426 1374 3067 1107 760 722 2776
949 444		488 289 463 238 949 444 2607
178 2973	488 289 463 238 949 444 2607	178 2973 1315 429 1006 1503 8
756	488 289 463 238 949 444 2607 178 2973 1315 429 1006 1503 8	756 5847 22 117 1260 3707 692
523	488 289 463 238 949 444 2607 178 2973 1315 429 1006 1503 8 756 5847 22 117 1260 3707 692	523 314 1576 284 1374 233 360
1053 4049		594 708 532 202 107 1053 4049
195	594 708 532 202 107 1053 4049	195 238 2251 429 2318 125 629
25 14	594 708 532 202 107 1053 4049 195 238 2251 429 2318 125 629	25 14 22 85 1370 512 771
559 1914	594 708 532 202 107 1053 4049 195 238 2251 429 2318 125 629 25 14 22 85 1370 512 771	119 678 681 559 1914 16 100
1070		1070 238 3518 429 743 19 1420
977 559	1070 238 3518 429 743 19 1420	977 559 1880 530 1158 18 2572
949	1070 238 3518 429 743 19 1420 977 559 1880 530 1158 18 2572	949 265 200 629 1243 13 416
1126	1070 238 3518 429 743 19 1420 977 559 1880 530 1158 18 2572 949 265 200 629 1243 13 416	1126 22 2456 3045 307 1001 2301
3654		3654 1519 226 1780 297 4537 3518
66	3654 1519 226 1780 297 4537 3518	66 2166 1089 92 817 812 926
426	3654 1519 226 1780 297 4537 3518 66 2166 1089 92 817 812 926	426 4641 1062 516 291 792 1258
403	3654 1519 226 1780 297 4537 3518 66 2166 1089 92 817 812 926 426 4641 1062 516 291 792 1258	403 429 195 238 3921 4766 884
949 265		1854 1040 162 798 1412 949 265
862 202	1854 1040 162 798 1412 949 265	862 202 2029 1817 757 1126 22
2844 2167	1854 1040 162 798 1412 949 265 862 202 2029 1817 757 1126 22	2844 2167 4317 692 1260 233 702
485	1854 1040 162 798 1412 949 265 862 202 2029 1817 757 1126 22 2844 2167 4317 692 1260 233 702	485 1315 863 360 1374 3707 269
97 1062 354		365 186 440 8 97 1062 354
66 4050	365 186 440 8 97 1062 354	132 357 59 429 66 4050 297
62 1283	365 186 440 8 97 1062 354 132 357 59 429 66 4050 297	1063 1260 1891 1818 131 62 1283
471	365 186 440 8 97 1062 354 132 357 59 429 66 4050 297 1063 1260 1891 1818 131 62 1283	471 3813 532 360 1374 1128 52
949		949 22 3653 1277 233 1387 353
2250	949 22 3653 1277 233 1387 353	2250 22 1030 1277 2429 125 1067
1301	949 22 3653 1277 233 1387 353 2250 22 1030 1277 2429 125 1067	1301 1388 1001 1277 346 464 2762
2317	949 22 3653 1277 233 1387 353 2250 22 1030 1277 2429 125 1067 1301 1388 1001 1277 346 464 2762	2317 308 4534 1277 509 263 708
2777 1284		1022 94 1241 1503 295 2777 1284
350	1022 94 1241 1503 295 2777 1284	350 47 485 692 1678 474 30
27 637	1022 94 1241 1503 295 2777 1284 350 47 485 692 1678 474 30	27 637 1549 949 57 856 2200
1645 2419	1022 94 1241 1503 295 2777 1284 350 47 485 692 1678 474 30 27 637 1549 949 57 856 2200	269 702 1645 2419 254 826 123
233 94		233 94 284 30 2167 254 2473
183	233 94 284 30 2167 254 2473	183 856 532 1093 3279 440 5541
3149	233 94 284 30 2167 254 2473 183 856 532 1093 3279 440 5541	3149 702 302 269 2226 464 480
463	233 94 284 30 2167 254 2473 183 856 532 1093 3279 440 5541 3149 702 302 269 2226 464 480	463 1503 1258 5848 2123 863 19
798		798 3518 544 2474 269 1541 84
314	798 3518 544 2474 269 1541 84	314 2711 3028 3655 702 53 200
213	798 3518 544 2474 269 1541 84 314 2711 3028 3655 702 53 200	213 221 2605 994 233 578 230
1412	798 3518 544 2474 269 1541 84 314 2711 3028 3655 702 53 200 213 221 2605 994 233 578 230	1412 1503 2637 1394 349 22 338
59		59 329 857 2365 131 26 2778
57	59 329 857 2365 131 26 2778	57 1254 1891 692 1374 126 751
1842	59 329 857 2365 131 26 2778 57 1254 1891 692 1374 126 751	1842 3656 1970 85 706 259 94
95	59 329 857 2365 131 26 2778 57 1254 1891 692 1374 126 751 1842 3656 1970 85 706 259 94	95 1522 1854 504 721 211 6
3605		3605 1315 1209 76 1260 507 2259
178	3605 1315 1209 76 1260 507 2259	178 3150 488 3 2367 233 1519
2070 773	3605 1315 1209 76 1260 507 2259 178 3150 488 3 2367 233 1519	706 870 2070 773 3708 467 4141
3149	3605 1315 1209 76 1260 507 2259 178 3150 488 3 2367 233 1519 706 870 2070 773 3708 467 4141	3149 702 302 269 1128 692 1147
233 131		507 2070 359 233 131 563 1159
350	507 2070 359 233 131 563 1159	350 47 1258 3516 295 59 205
957	507 2070 359 233 131 563 1159 350 47 1258 3516 295 59 205	957 4318 3046 2659 878 1725 253
52	507 2070 359 233 131 563 1159 350 47 1258 3516 295 59 205 957 4318 3046 2659 878 1725 253	52 692 460 2124 488 919 1269
2509		2509 2509 689 360 551 2589 2542
473 473	2509 2509 689 360 551 2589 2542	473 473 415 692 4142 30 350
1337 404	2509 2509 689 360 551 2589 2542 473 473 415 692 4142 30 350	76 1725 1337 404 1637 2353 2763
2223	2509 2509 689 360 551 2589 2542 473 473 415 692 4142 30 350 76 1725 1337 404 1637 2353 2763	2223 880 1069 1248 185 840 40
460		460 507 2659 16 2167 1128 1168
460	460 507 2659 16 2167 1128 1168	460 16 37 189 4141 1646 163
2638	460 507 2659 16 2167 1128 1168 460 16 37 189 4141 1646 163	2638 4318 1158 2070 131 197 692
3067 1374 1139	460 507 2659 16 2167 1128 1168 460 16 37 189 4141 1646 163 2638 4318 1158 2070 131 197 692	1523 2475 2523 3067 1374 1139 1403
4047 3755		311 530 4047 3755 311 802 100
3427 3304	311 530 4047 3755 311 802 100	440 4640 3427 3304 440 8 30
330	311 530 4047 3755 311 802 100 440 4640 3427 3304 440 8 30	330 254 1420 1277 6 233 978
860	311 530 4047 3755 311 802 100 440 4640 3427 3304 440 8 30 330 254 1420 1277 6 233 978	860 563 692 1277 16 124 40
285		285 269 629 702 2318 560 822
7	285 269 629 702 2318 560 822	7 442 7 362 131 507 1519
30 6	285 269 629 702 2318 560 822 7 442 7 362 131 507 1519	208 185 30 6 238 14 1711
70	285 269 629 702 2318 560 822 7 442 7 362 131 507 1519 208 185 30 6 238 14 1711	70 2476 1705 2715 2367 10 2420
97 122		97 122 798 1748 916 40 238
790	97 122 798 1748 916 40 238	790 215 2367 2824 1070 2080 499
801 982	97 122 798 1748 916 40 238 790 215 2367 2824 1070 2080 499	3047 583 801 982 365 52 134
59	97 122 798 1748 916 40 238 790 215 2367 2824 1070 2080 499 3047 583 801 982 365 52 134	59 1741 1260 1187 350 121 86
3755 1062		440 583 3755 1062 760 97 144
1665 1168	440 583 3755 1062 760 97 144	311 4640 132 53 1665 1168 357
883	440 583 3755 1062 760 97 144 311 4640 132 53 1665 1168 357	883 1843 2046 185 136 843 188
812	440 583 3755 1062 760 97 144 311 4640 132 53 1665 1168 357 883 1843 2046 185 136 843 188	812 28 76 751 547 21 126
314		314 2896 798 3518 38 2420 2018
7	314 2896 798 3518 38 2420 2018	7 1116 7 1045 973 53 1541
497	314 2896 798 3518 38 2420 2018 7 1116 7 1045 973 53 1541	497 1171 57 2716 1128 1168 357
33	314 2896 798 3518 38 2420 2018 7 1116 7 1045 973 53 1541 497 1171 57 2716 1128 1168 357	33 760 311 4640 1854 1519 1621
1148		1148 1148 97 144 357 1549 2071
2367	1148 1148 97 144 357 1549 2071	2367 2367 798 1030 753 53 1283
3980	1148 1148 97 144 357 1549 2071 2367 2367 798 1030 753 53 1283	3980 9 496 982 497 578 187
4413 2184	1148 1148 97 144 357 1549 2071 2367 2367 798 1030 753 53 1283 3980 9 496 982 497 578 187	1159 298 1116 1550 33 4413 2184
94		94 295 226 1277 2524 3519 3094
1069	94 295 226 1277 2524 3519 3094	1069 473 1292 1277 3561 507 233
2639 3606	94 295 226 1277 2524 3519 3094 1069 473 1292 1277 3561 507 233	1424 2639 3606 1277 2167 1865 269
1742	94 295 226 1277 2524 3519 3094 1069 473 1292 1277 3561 507 233 1424 2639 3606 1277 2167 1865 269	1742 1435 3559 1277 580 111 129
843		843 269 1549 1374 1244 1339 692
2056 702 114	843 269 1549 1374 1244 1339 692	2056 702 114 100 3028 3655 357
1541	843 269 1549 1374 1244 1339 692 2056 702 114 100 3028 3655 357	1541 2444 1496 1371 588 121 416
52	843 269 1549 1374 1244 1339 692 2056 702 114 100 3028 3655 357 1541 2444 1496 1371 588 121 416	52 52 90 891 330 10 396
356		356 125 1126 558 78 306 1361
31 1934 202	356 125 1126 558 78 306 1361	2302 127 197 1062 31 1934 202
2137 76	356 125 1126 558 78 306 1361 2302 127 197 1062 31 1934 202	16 67 2137 76 1542 525 358
1466	356 125 1126 558 78 306 1361 2302 127 197 1062 31 1934 202 16 67 2137 76 1542 525 358	1466 33 79 199 3756 425 360
165 609		286 610 78 107 116 165 609
1036	286 610 78 107 116 165 609	1036 1282 469 379 28 2030 54
855	286 610 78 107 116 165 609 1036 1282 469 379 28 2030 54	855 185 244 216 1033 2168 1162
1297 841	286 610 78 107 116 165 609 1036 1282 469 379 28 2030 54 855 185 244 216 1033 2168 1162	1762 9 58 96 1472 1297 841
5075 559		426 2457 5075 559 833 117 610
306 329	426 2457 5075 559 833 117 610	306 329 123 2333 497 31 187
189	426 2457 5075 559 833 117 610 306 329 123 2333 497 31 187	189 345 1356 1127 667 133 28
185 22	426 2457 5075 559 833 117 610 306 329 123 2333 497 31 187 189 345 1356 1127 667 133 28	16 125 178 805 2382 185 22
559 615		28 91 2489 85 559 615 426
250 2213	28 91 2489 85 559 615 426	70 474 250 2213 107 2333 147
629 1213	28 91 2489 85 559 615 426 70 474 250 2213 107 2333 147	574 718 312 185 22 629 1213
178 886	28 91 2489 85 559 615 426 70 474 250 2213 107 2333 147 574 718 312 185 22 629 1213	3428 179 178 886 28 261 1036
342		342 35 1297 805 719 31 314
60 141	342 35 1297 805 719 31 314	641 129 60 141 15 131 54
666	342 35 1297 805 719 31 314 641 129 60 141 15 131 54	666 15 125 610 413 244 823
2333 610	342 35 1297 805 719 31 314 641 129 60 141 15 131 54 666 15 125 610 413 244 823	2333 610 98 42 179 83 1327
550		550 18 52 28 356 18 262
59	550 18 52 28 356 18 262	59 50 55 708 6 31 136
435	550 18 52 28 356 18 262 59 50 55 708 6 31 136	435 317 178 147 92 125 68
5	550 18 52 28 356 18 262 59 50 55 708 6 31 136 435 317 178 147 92 125 68	5 272 641 179 376 183 9
811 425		60 12 1781 26 213 811 425
101 364	60 12 1781 26 213 811 425	101 364 27 103 10 65 18
53 6	60 12 1781 26 213 811 425 101 364 27 103 10 65 18	396 56 2278 251 53 6 327
179	60 12 1781 26 213 811 425 101 364 27 103 10 65 18 396 56 2278 251 53 6 327	179 410 77 11 24 21 79
97 369		97 369 413 983 1389 823 1436
179 39	97 369 413 983 1389 823 1436	179 39 1142 96 376 379 3607
399	97 369 413 983 1389 823 1436 179 39 1142 96 376 379 3607	399 805 58 1456 1313 385 1132
404	97 369 413 983 1389 823 1436 179 39 1142 96 376 379 3607 399 805 58 1456 1313 385 1132	404 2227 641 718 2071 624 1101
101		101 1819 309 26 60 22 80
7	101 1819 309 26 60 22 80	7 401 256 147 59 1922 9
2175	101 1819 309 26 60 22 80 7 401 256 147 59 1922 9	2175 842 20 114 828 366 177
66 85 262	101 1819 309 26 60 22 80 7 401 256 147 59 1922 9 2175 842 20 114 828 366 177	13 8 5 376 66 85 262
1513 1513		105 292 1513 1513 13 366 177
946 240	105 292 1513 1513 13 366 177	930 458 125 11 753 946 240
1660	105 292 1513 1513 13 366 177 930 458 125 11 753 946 240	1660 357 73 43 169 1128 695
20	105 292 1513 1513 13 366 177 930 458 125 11 753 946 240 1660 357 73 43 169 1128 695	20 549 44 558 161 130 430
682		682 115 41 133 728 60 1523
136	682 115 41 133 728 60 1523	136 223 380 445 2640 41 233
887	682 115 41 133 728 60 1523 136 223 380 445 2640 41 233	887 17 5 686 132 52 242
97 472	682 115 41 133 728 60 1523 136 223 380 445 2640 41 233 887 17 5 686 132 52 242	459 1638 97 472 1362 253 6
35 275		55 330 12 122 35 275 406
38 1782	55 330 12 122 35 275 406	41 147 15 342 148 38 1782
13 165	55 330 12 122 35 275 406 41 147 15 342 148 38 1782	13 165 5 765 4217 3048 713
184 27	55 330 12 122 35 275 406 41 147 15 342 148 38 1782 13 165 5 765 4217 3048 713	184 27 117 359 1820 334 336
2407		2407 1307 136 29 2845 149 817
55 539	2407 1307 136 29 2845 149 817	55 539 164 74 111 194 2354
780 2368	2407 1307 136 29 2845 149 817 55 539 164 74 111 194 2354	780 2368 65 201 834 5279 2590
161	2407 1307 136 29 2845 149 817 55 539 164 74 111 194 2354 780 2368 65 201 834 5279 2590	161 25 1037 3757 728 1483 181
7		7 117 213 28 7 117 602
431 6	7 117 213 28 7 117 602	213 28 28 431 6 5 431
20	7 117 213 28 7 117 602 213 28 28 431 6 5 431	20 18 23 42 356 146 317
236 425	7 117 213 28 7 117 602 213 28 28 431 6 5 431 20 18 23 42 356 146 317	37 1660 245 127 1935 236 425
15		15 342 297 319 404 96 92
469	15 342 297 319 404 96 92	469 6 38 953 510 499 168
238 429	15 342 297 319 404 96 92 469 6 38 953 510 499 168	619 11 62 1132 48 238 429
277	15 342 297 319 404 96 92 469 6 38 953 510 499 168 619 11 62 1132 48 238 429	277 358 1313 385 58 1494 34
25		25 304 2228 1415 213 374 558
79	25 304 2228 1415 213 374 558	79 24 860 955 315 38 4051
101	25 304 2228 1415 213 374 558 79 24 860 955 315 38 4051	101 97 5 660 356 202 1516
63 1826	25 304 2228 1415 213 374 558 79 24 860 955 315 38 4051 101 97 5 660 356 202 1516	63 1826 83 1252 641 124 552
104		104 250 641 319 104 556 8
909 87	104 250 641 319 104 556 8	539 909 247 1881 2057 909 87
160	104 250 641 319 104 556 8 539 909 247 1881 2057 909 87	160 333 1111 783 3381 3382 65
29	104 250 641 319 104 556 8 539 909 247 1881 2057 909 87 160 333 1111 783 3381 3382 65	29 33 99 74 236 467 17
359 233		714 1412 835 236 88 359 233
101 97	714 1412 835 236 88 359 233	770 37 101 97 5 37 6
179	714 1412 835 236 88 359 233 770 37 101 97 5 37 6	179 26 1831 1827 53 59 50
356	714 1412 835 236 88 359 233 770 37 101 97 5 37 6 179 26 1831 1827 53 59 50	356 202 55 14 390 30 13
210		210 213 1313 385 15 142 267
52	210 213 1313 385 15 142 267	52 44 179 26 1461 641 319
101 364 27	210 213 1313 385 15 142 267 52 44 179 26 1461 641 319	7 276 493 806 101 364 27
103 108	210 213 1313 385 15 142 267 52 44 179 26 1461 641 319 7 276 493 806 101 364 27	121 23 77 103 108 356 36
484		484 393 200 285 67 1245 117
356	484 393 200 285 67 1245 117	356 28 52 52 261 1132 11
